Date,outflow
2022-04-06,72139.7716109525
2022-04-07,72869.7751412022
2022-04-08,21765.3663638176
2022-04-09,11161.377313162
2022-04-10,9766.060114108
2022-04-11,37727.2009279657
2022-04-12,44422.5555600646
2022-04-13,47577.3574526875
2022-04-14,49144.7922776352
2022-04-15,53196.6530420312
2022-04-16,27020.6275439655
2022-04-17,21253.5081906286
2022-04-18,18877.2386309775
2022-04-19,17957.8251969442
2022-04-20,12561.197986994
2022-04-21,10061.8849262884
2022-04-22,9006.51696339477
2022-04-23,8344.49777923993
2022-04-24,7911.29682533041
2022-04-25,7506.73845549639
2022-04-26,7120.37415121783
2022-04-27,6971.80941358732
2022-04-28,7557.70453849387
2022-04-29,8079.73785157241
2022-04-30,8068.31454348277
2022-05-01,7984.66631535836
2022-05-02,8712.0417798571
2022-05-03,8018.62465002381
2022-05-04,7259.25218837393
2022-05-05,7034.13446430018
2022-05-06,6907.80588014605
2022-05-07,5800.34689525065
2022-05-08,5370.64574356283
2022-05-09,5042.18974645439
2022-05-10,28766.173406871
2022-05-11,37614.1141094165
2022-05-12,40650.3841125426
2022-05-13,42086.1351783735
2022-05-14,42916.8586412508
2022-05-15,27488.9398618212
2022-05-16,24824.740782314
2022-05-17,25060.1783682876
2022-05-18,25160.8145150671
2022-05-19,27050.6237799852
2022-05-20,19963.5438790577
2022-05-21,14680.5125580048
2022-05-22,12244.3630290142
2022-05-23,12961.1645864553
2022-05-24,11384.5303125454
2022-05-25,10885.8000895445
2022-05-26,11106.0386904083
2022-05-27,11182.1696466779
2022-05-28,9652.16034707197
2022-05-29,10222.8650441479
2022-05-30,10563.5160206507
2022-05-31,10240.1932191044
2022-06-01,13796.9735213536
2022-06-02,15646.8659792588
2022-06-03,15460.7498991427
2022-06-04,15230.4389427297
2022-06-05,16708.7384818951
2022-06-06,14362.4297667555
2022-06-07,13034.7254827089
2022-06-08,12439.7293636727
2022-06-09,12172.3699583408
2022-06-10,10451.2584890015
2022-06-11,9188.54683153412
2022-06-12,9122.63359689715
2022-06-13,8920.54891143669
2022-06-14,8706.79845830599
2022-06-15,8872.82964038822
2022-06-16,8476.04342522516
2022-06-17,7743.16431997696
2022-06-18,7383.0017226158
2022-06-19,7019.76053289426
2022-06-20,7565.46649689514
2022-06-21,8383.57345887363
2022-06-22,9359.63477132239
2022-06-23,11416.4935961775
2022-06-24,12518.392821337
2022-06-25,11819.2655365763
2022-06-26,10980.0627534935
2022-06-27,10016.0008343016
2022-06-28,7989.79724973226
2022-06-29,6945.57010678208
2022-06-30,15936.2999322314
2022-07-01,29717.4023336887
2022-07-02,35604.5114467305
2022-07-03,37803.8016140188
2022-07-04,43452.8646056298
2022-07-05,50415.5432257924
2022-07-06,42630.3848708782
2022-07-07,41288.2328802507
2022-07-08,45093.6524727056
2022-07-09,42243.2740296416
2022-07-10,29696.2187015767
2022-07-11,26126.0878572833
2022-07-12,29931.9158808271
2022-07-13,27872.5147805005
2022-07-14,27347.7905930693
2022-07-15,25127.6606949987
2022-07-16,23825.6549482551
2022-07-17,16587.6457488661
2022-07-18,13693.5757406307
2022-07-19,25852.8460046996
2022-07-20,37370.121396918
2022-07-21,44416.6896888848
2022-07-22,48295.7228219524
2022-07-23,52824.610749838
2022-07-24,42275.6705067255
2022-07-25,31392.9798597556
2022-07-26,29601.1546028366
2022-07-27,28369.1231017189
2022-07-28,25015.3435916041
2022-07-29,22927.1194701668
2022-07-30,22164.9546109965
2022-07-31,17404.6260812735
2022-08-01,15282.6687943192
2022-08-02,14316.5935682008
2022-08-03,13686.7569683837
2022-08-04,13161.7165836652
2022-08-05,12623.6234231665
2022-08-06,11824.3919344728
2022-08-07,13364.375869532
2022-08-08,18009.071722191
2022-08-09,25701.0528239839
2022-08-10,29026.0371649157
2022-08-11,30181.1615967239
2022-08-12,31416.0526699219
2022-08-13,30772.6238328955
2022-08-14,25475.9987693737
2022-08-15,22579.5967979012
2022-08-16,21669.3714935431
2022-08-17,18634.3162558132
2022-08-18,19812.760225108
2022-08-19,19800.0758265896
2022-08-20,19704.9806090963
2022-08-21,19567.2939638332
2022-08-22,19399.9676286349
2022-08-23,13835.7793759816
2022-08-24,11108.9591204039
2022-08-25,9950.70295494552
2022-08-26,11064.0523587976
2022-08-27,11970.9511385073
2022-08-28,20822.5880394159
2022-08-29,26347.6796186877
2022-08-30,28103.1975915317
2022-08-31,48624.3710188885
2022-09-01,57673.8536934999
2022-09-02,52081.3755837868
2022-09-03,47754.7435793301
2022-09-04,54928.6623555554
2022-09-05,36542.1965118635
2022-09-06,31626.9557174411
2022-09-07,36338.823364214
2022-09-08,43572.771345098
2022-09-09,39727.2627107476
2022-09-10,40211.5468641434
2022-09-11,36701.8575786208
2022-09-12,29508.0056000862
2022-09-13,21635.8692898215
2022-09-14,16961.769904131
2022-09-15,12842.0410454524
2022-09-16,11031.2439017722
2022-09-17,10074.5824211682
2022-09-18,9411.50671898082
2022-09-19,9007.14622467552
2022-09-20,9038.52202045202
2022-09-21,8804.75259637661
2022-09-22,8491.76681100354
2022-09-23,8124.96029305547
2022-09-24,7688.707938328
2022-09-25,8320.93104650279
2022-09-26,8187.8844080203
2022-09-27,8036.74561724919
2022-09-28,7921.40578992173
2022-09-29,8187.18527622305
2022-09-30,7292.77531002721
2022-10-01,7120.54784137924
2022-10-02,6881.17581647694
2022-10-03,6603.93255755845
2022-10-04,6042.12966618749
2022-10-05,5229.06542522948
2022-10-06,5741.37935908871
2022-10-07,5931.56033086793
2022-10-08,8185.70524094231
2022-10-09,8564.23209162563
2022-10-10,8539.15151850307
2022-10-11,7473.04059409131
2022-10-12,7675.76357085651
2022-10-13,5326.70086177861
2022-10-14,4549.2257392409
2022-10-15,4231.72289219612
2022-10-16,4120.20424866165
2022-10-17,3236.61105796555
2022-10-18,2927.56622684434
2022-10-19,2823.20880548169
2022-10-20,2719.7188255936
2022-10-21,3179.16019101726
2022-10-22,3309.67464919072
2022-10-23,3200.13671472134
2022-10-24,3143.29828763899
2022-10-25,3586.96004173658
2022-10-26,4674.52662802506
2022-10-27,6315.71308283915
2022-10-28,6970.33600786007
2022-10-29,7261.26037456196
2022-10-30,6875.02979944704
2022-10-31,5125.43137993334
2022-11-01,3334.57134627306
2022-11-02,3225.71005911132
2022-11-03,3346.95799261103
2022-11-04,3291.19555046395
2022-11-05,3165.48341874182
2022-11-06,3656.01765228185
2022-11-07,3073.97121381537
2022-11-08,2633.98799900944
2022-11-09,2529.9561305764
2022-11-10,2538.41192212242
2022-11-11,1862.29817753448
2022-11-12,1840.15564171614
2022-11-13,1793.17331267704
2022-11-14,1730.88661533517
2022-11-15,1677.80156218715
2022-11-16,1512.57553549174
2022-11-17,1534.88616394326
2022-11-18,1353.88913886009
2022-11-19,1300.67468062426
2022-11-20,1281.27895291979
2022-11-21,1298.85380512457
2022-11-22,1086.29207010507
2022-11-23,1099.53494354891
2022-11-24,1002.65391243156
2022-11-25,868.906063802073
2022-11-26,753.371531765666
2022-11-27,650.037373549667
2022-11-28,632.984217075507
2022-11-29,922.869014609568
2022-11-30,867.035112594447
2022-12-01,813.901043529756
2022-12-02,750.288630463967
2022-12-03,623.386995940832
2022-12-04,203.394987013348
2022-12-05,98.731807313994
2022-12-06,0
2022-12-07,0
2022-12-08,0
2022-12-09,0
2022-12-10,0
2022-12-11,0
2022-12-12,0
2022-12-13,0
2022-12-14,0
2022-12-15,0
2022-12-16,0
2022-12-17,0
2022-12-18,0
2022-12-19,0
2022-12-20,0
2022-12-21,0
2022-12-22,0
2022-12-23,0
2022-12-24,0
2022-12-25,0
2022-12-26,0
2022-12-27,0
2022-12-28,0
2022-12-29,0
2022-12-30,0
